S.No.,User,Rating,Review_summary,Customer_info,Date,Upvote,Downvote,Review_detail
1176,Flipkart Customer,1,Horrible,"Certified Buyer, Ludhiana",Flipkart Customer,1,9,Phone heating Ishu when operate camera waste  handset
1177,Rahul  Seth,3,Decent product,"Certified Buyer, Greater Noida",Rahul  Seth,2,9,Camera quality is not good just like some 6-7k smartphone
1178,Pravalika Shatamgari,2,Bad quality,"Certified Buyer, Hyderabad",Pravalika Shatamgari,2,10,Battery too much drain. Camera not Gud
1179,Flipkart Customer,3,Fair,"Certified Buyer, New Delhi",Flipkart Customer,1,3,phone is good although no update over iphone 13. If you are buying iphone14 then better buy iphone 13 and save 10k. no difference between 13 and 14. or wait now and buy iphone 15 next year as it has good updates.
1180,PRINCE JOSE,1,Not recommended at all,"Certified Buyer, Bhubaneswar",PRINCE JOSE,1,3,Heating issue while charging
1181,Bhagabat Pritam Choudhury,5,Terrific purchase,"Certified Buyer, Sualkuchi",Bhagabat Pritam Choudhury,1,3,Very nice product now I get all the girls in my school
1182,Navin  Gupta,4,Pretty good,"Certified Buyer, Ranchi District",Navin  Gupta,1,2,In my opinion is iPhone 13 is best deal👍🏻
1183,Flipkart Customer,5,Wonderful,"Certified Buyer, New Delhi",Flipkart Customer,1,3,Nice apple 😝
1184,Mumtaz  Alam,2,Moderate,"Certified Buyer, Dumka District",Mumtaz  Alam,0,3,Worst phone
1185,Rajesh Nitharwal ,4,Very Good,"Certified Buyer, Phalodi",Rajesh Nitharwal ,0,3,"Slight disappointment with night time camera quality and battery performance...... although I upgraded from android, so it may be my misunderstanding about battery performance, but I think my android mobile battery performance was double than this phone......"
1186,Flipkart Customer,1,Could be way better,"Certified Buyer, Kadapa",Flipkart Customer,5,46,There is no option of water mark in camera settings.waste of money.
1187,Retikal Anil kumar,1,Absolute rubbish!,"Certified Buyer, Mahabubnagar",Retikal Anil kumar,1,3,"My worst choice😩I took this phone mainly for camera,It is disappointing me in low light pictures and low light videos, In low light even 10-12k worth Redmi phones could take better videos than this mobile.And 0.8, 0.6 wide angle images also not clear, redmi note9 pro is better that this in wide angle than this, even if you zoom lightly it will break pixels, not worthy.Very much disappointed."
1188,Imran Wasi,5,Best in the market!,"Certified Buyer, Purba Champaran District",Imran Wasi,1,4,Very nice this phone
1189,Tushar Neharkar,5,Awesome,"Certified Buyer, Pune",Tushar Neharkar,1,0,Top class!
1190,Siva Kumar,1,Did not meet expectations,"Certified Buyer, Bengaluru",Siva Kumar,3,30,Dynamic island is not working and problem with Sim slot
1191,sakthivel rajendran,1,Absolute rubbish!,"Certified Buyer, Sevvapet",sakthivel rajendran,1,5,"Don't buy an iphone Display even Xiaomi note 10s better then iphone 14, it's looks like lcd displayBattery drains very quickly"
1192,Vaibhav Naik,5,Simply awesome,"Certified Buyer, Bicholim",Vaibhav Naik,1,5,"There can't be any comparisons to iphone! I already had iphone6s, one of d best phone and still working in good condition!Regarding comparisons iphone 14 with iPhone 6s, iphone 14 kills all comparisons and dosent leave notch! Only one thing I felt is screen brightness and sharpness which 6s has it differ from iphone 14!I liked screen of 6sApart of that I phone 14 is masterclass, touch resp6is fabulous way better than all iphone series"
1193,Flipkart Customer,1,Just wow!,"Certified Buyer, Kamrup Metropolitan District",Flipkart Customer,1,5,Nice picture quality
1194,Flipkart Customer,5,Fabulous!,"Certified Buyer, Chandrapur",Flipkart Customer,1,4,"Bought for my wife on our anniversary. It's her favourite colour-purple, and she loved it. I myself wanted to buy an iPhone for myself as i am a doctor and to show off to patients and stuff but my OnePlus 7t is behaving so awesome that I don't desire to replace it. May be next year"
1195,GNANA GROUPS,1,Hated it!,"Certified Buyer, Tirupati",GNANA GROUPS,1,6,Wast buying in flipkart
1196,Flipkart Customer,5,Great product,"Certified Buyer, Sheohar",Flipkart Customer,1,6,I am happy And amazing iPhone 14
1197,Piyush Sahu,1,Terrible product,"Certified Buyer, Mahoba",Piyush Sahu,1,6,Not worth it
1198,MD Amir Ansari,5,Fabulous!,"Certified Buyer, Jaipur",MD Amir Ansari,0,6,NYC 😍
1199,Deep Gupta,4,Value-for-money,"Certified Buyer, Trichy",Deep Gupta,1,8,Still costly in 52k. Nothing impressive in camera. Boring phone. Apple should add the beauty camera like oppo vivo as well separately by keeping the Original recent camera features as it is.Most people like the Beauty camera features else it takes boring pics.
1200,Seenivasan s ,5,Great product,"Certified Buyer, Coimbatore",Seenivasan s ,1,8,Latest phone is best means iPhone is always ￼ better than android better than android
1201,Flipkart Customer,1,Don't waste your money,"Certified Buyer, Kolkata",Flipkart Customer,0,0,Very bad quality for battery.
1202,Shrishty Vishwakarma,5,Super!,"Certified Buyer, Ranchi",Shrishty Vishwakarma,0,0,Osm colo
1203,Flipkart Customer,4,Wonderful,"Certified Buyer, Karnal",Flipkart Customer,0,0,IPhone 14 is extremely power full
1204,Pushpendra Kumar,5,Great product,"Certified Buyer, Tumakuru",Pushpendra Kumar,0,0,"Reviewing after two-months with the iPhone 14, it stands out as the ideal camera phone for beginners, showcasing impeccable build quality that offers a pleasing tactile experience. The seamless performance, not only justifies its price but also positions it as a perfect choice for those seeking top-notch mobile capabilities."
1205,Sachin Bedi,5,Best in the market!,"Certified Buyer, Mumbai",Sachin Bedi,0,0,Just wow
1206,MEENU RANI,5,Mind-blowing purchase,"Certified Buyer, Hansi",MEENU RANI,0,0,Awesome
1207,Sanket Gandhare,3,Just okay,"Certified Buyer, Wardha",Sanket Gandhare,0,0,The rear camera quality is not good. Other things are fine.
1208,Sunny Thakur,5,Awesome,"Certified Buyer, Hamirpur",Sunny Thakur,0,0,Awesome
1209,Mr. Pardeep  Kumar,5,Terrific purchase,"Certified Buyer, Industrial Estate Barwala",Mr. Pardeep  Kumar,0,0,Xcellent
1210,parikshit bishnoi,5,Highly recommended,"Certified Buyer, Ganganagar District",parikshit bishnoi,0,0,very excellent packing and product
1211,Wajahat Ali,5,Brilliant,"Certified Buyer, Margao",Wajahat Ali,0,0,Grt
1212,Narendra singh  Chundawat ,4,Really Nice,"Certified Buyer, Ahmedabad",Narendra singh  Chundawat ,0,0,I like 📸 and sound
1213,Naga srinivasrao Krishnamsetty,4,Worth the money,"Certified Buyer, Chilakaluripet",Naga srinivasrao Krishnamsetty,0,0,Very goodI like very much
1214,Prashanth M,4,Very Good,"Certified Buyer, Bangalore",Prashanth M,0,0,Ok
1215,KRRISH KASHYAP,5,Just wow!,"Certified Buyer, Kota",KRRISH KASHYAP,0,0,Best phone in this budget. As everybody knows camera quality is awesome and performance is also very nyc only thing is brightness is low as in daylight outside the screen is okok but not so much brighter
1216,MUSADDIQUE HUSSAIN,5,Just wow!,"Certified Buyer, Nagaon",MUSADDIQUE HUSSAIN,0,0,Good
1217,Deepak  Kumar,5,Fabulous!,"Certified Buyer, Ghaziabad",Deepak  Kumar,0,0,As usual the name and brand of Apple but after manufacturing in India it's really awesome...
1218,Sithok Tinnyan,5,Excellent,"Certified Buyer, Itanagar",Sithok Tinnyan,0,0,Nice
1219,SURYA R,5,Must buy!,"Certified Buyer, Lakshmi Puram",SURYA R,0,0,Awesome apple ⚡️
1220,Arun shukla,5,Super!,"Certified Buyer, Loni",Arun shukla,0,0,Very nice product delivered. Thanks
1221,KOUSHIK SAHA,5,Excellent,"Certified Buyer, Kolkata",KOUSHIK SAHA,0,0,"No doubt about security and UI,But,, battery capacity very low"
1222,Sanwar Choudhary,5,Excellent,"Certified Buyer, Reengus",Sanwar Choudhary,0,0,Nyc
1223,Amit  Kore-Mali,5,Super!,"Certified Buyer, Sangli Miraj Kupwad",Amit  Kore-Mali,0,0,World Know About This 😂
1224,Durba  Ghosh,5,Mind-blowing purchase,"Certified Buyer, Kolkata",Durba  Ghosh,0,0,Happy with my purchase
1225,Hamid Raja Khan,4,Wonderful,"Certified Buyer, Kota",Hamid Raja Khan,0,0,Good 😊
1226,Bipul  choudhary ,3,Does the job,"Certified Buyer, New Delhi",Bipul  choudhary ,0,0,Not satisfied
1227,Rohan  Nagrikar ,5,Super!,"Certified Buyer, Pune",Rohan  Nagrikar ,0,0,Excellent
1228,Sanju Mondal,5,Classy product,"Certified Buyer, Karimpur",Sanju Mondal,0,0,Overall good
1229,Darshan Poojari,5,Best in the market!,"Certified Buyer, Pune",Darshan Poojari,0,0,Perfect Phone
1230,Rakesh kumar Sharma,5,Excellent,"Certified Buyer, Muzaffarpur District",Rakesh kumar Sharma,0,0,Good product
1231,sonu Chaudhary,5,Highly recommended,"Certified Buyer, New Delhi",sonu Chaudhary,0,0,Thank you flipkart
1232,Vishvjeet Singh  Jat,5,Must buy!,"Certified Buyer, Udaipur",Vishvjeet Singh  Jat,0,0,I love it
1233,Anil parmar,5,Simply awesome,"Certified Buyer, Rajkot",Anil parmar,0,0,Very nice
1234,Prakash Sonkar,5,Great product,"Certified Buyer, Dhanbad",Prakash Sonkar,0,0,Just Wow!..........superb camera quality
1235,Harsh Maurya,5,Simply awesome,"Certified Buyer, Thane District",Harsh Maurya,0,1,All are perfect other than battery
1236,Bhojaraj J,5,Worth every penny,"Certified Buyer, Davanagere",Bhojaraj J,0,0,"One of.the best phone and best buy through flipcartIphone always iphoneVery slim very light weight phone. Battery back up is marvelous , off course I never play any games.Over all. Best phone"
1237,Zain Shaik,5,Fabulous!,"Certified Buyer, Kadapa",Zain Shaik,0,0,all are know about it phone awesome mobile
1238,Raj  Singh,3,Does the job,"Certified Buyer, Gautam Buddha Nagar",Raj  Singh,0,0,Battery lasts twice within day without turning on the battery saver mode. Using battery saver mode it lasts by night.
1239,Debabrata  Mahato ,5,Perfect product!,"Certified Buyer, Durgapur",Debabrata  Mahato ,0,0,Performance is good. Loaded with various features. Excellent sound quality. Camera is great. Smooth performance. Feels premium.
1240,GOVIND  YADAV ,5,Terrific,"Certified Buyer, Jaipur",GOVIND  YADAV ,0,0,Good working
1241,Rajani Khadpe,5,Classy product,"Certified Buyer, Mumbai",Rajani Khadpe,0,0,Apple is one of the best brands to use long run
1242,Ankit  Garg,5,Best in the market!,"Certified Buyer, New Delhi",Ankit  Garg,0,0,Nice
1243,Flipkart Customer,5,Brilliant,"Certified Buyer, Ghaziabad",Flipkart Customer,0,0,V good 👍
1244,Praveen Kumar  Singh,5,Super!,"Certified Buyer, Patna",Praveen Kumar  Singh,0,0,Very good
1245,Anuradha Sagar,5,Great product,"Certified Buyer, Noida",Anuradha Sagar,0,0,Just awesome
1246,Silu  Singh,5,Fabulous!,"Certified Buyer, Channapatna",Silu  Singh,0,0,Very good product
1247,Abhishek  Verma,5,Awesome,"Certified Buyer, New Delhi",Abhishek  Verma,0,0,Ok
1248,KESHAV  SHARMA,5,Super!,"Certified Buyer, New Delhi",KESHAV  SHARMA,0,0,nice
1249,Akshay Thakur,5,Mind-blowing purchase,"Certified Buyer, Kolkata",Akshay Thakur,0,0,Good
1250,Biswajaya Sahoo HCLT,5,Mind-blowing purchase,"Certified Buyer, Bangalore Division",Biswajaya Sahoo HCLT,0,0,It's an iPhone !! Really review required?? Always 5 star.
1251,Koteswara  Rao,5,Great product,"Certified Buyer, Guntur District",Koteswara  Rao,0,0,I love thizzzzz
1252,Flipkart Customer,5,Must buy!,"Certified Buyer, Dhakuakhana",Flipkart Customer,0,2,Nice product but battery quality is below standard
1253,Deependra Singh Chauhan,3,Fair,"Certified Buyer, Noida",Deependra Singh Chauhan,0,2,Good performance but battery 🔋 is very bad
1254,Jasvinder Singh,5,Mind-blowing purchase,"Certified Buyer, Khanauri",Jasvinder Singh,0,0,Very good product
1255,Akhil  Krishna ,5,Mind-blowing purchase,"Certified Buyer, Bengaluru",Akhil  Krishna ,0,0,Just amazing
1256,Ravi shankar  Kumar ,4,Really Nice,"Certified Buyer, Madhubani District",Ravi shankar  Kumar ,0,0,Filing better..
1257,Sumit  Das,5,Classy product,"Certified Buyer, Jagdalpur",Sumit  Das,0,0,Asom
1258,Sanjay Saini,4,Really Nice,"Certified Buyer, Jaipur",Sanjay Saini,0,0,Wonderful experience
1259,Praveen Kumar,5,Fabulous!,"Certified Buyer, East Godavari",Praveen Kumar,0,0,My favourite iPhone
1260,Sumeet Sondhi,4,Delightful,"Certified Buyer, Jalandhar",Sumeet Sondhi,0,0,Ok
1261,Ashish Jha,3,Does the job,"Certified Buyer, New Delhi",Ashish Jha,0,1,"It's simply okay, not satisfied with the iPhone as a product."
1262,ghanshyam kumhar,5,Wonderful,"Certified Buyer, Jaipur",ghanshyam kumhar,0,0,Great
1263,Jignesh Shah,5,Great product,"Certified Buyer, Bharuch",Jignesh Shah,0,0,I phone and Flipkart always excellent.
1264,Flipkart Customer,5,Awesome,"Certified Buyer, Satna",Flipkart Customer,0,0,Good
1265,Flipkart Customer,5,Worth every penny,"Certified Buyer, Sirsa",Flipkart Customer,0,0,ok aa
1266,Flipkart Customer,1,Waste of money!,"Certified Buyer, Nagpur",Flipkart Customer,0,2,Battery back up is very poor
1267,bhaskar anisetty,4,Good quality product,"Certified Buyer, Hyderabad",bhaskar anisetty,0,0,Product is good
1268,Rajat Sarkar,5,Simply awesome,"Certified Buyer, Darjiling District",Rajat Sarkar,0,0,Super
1269,Rajat Sarkar,5,Super!,"Certified Buyer, Darjiling District",Rajat Sarkar,0,0,Nice product.
1270,Devesh Thwal,5,Excellent,"Certified Buyer, Dehradun",Devesh Thwal,0,0,Good
1271,nimit kumar,5,Mind-blowing purchase,"Certified Buyer, South East Delhi",nimit kumar,0,0,Nice pic
1272,Gaus Raza,5,Highly recommended,"Certified Buyer, Gopi Ganj",Gaus Raza,0,0,Item is superb quality is so good and camera is nice
1273,Ritik Pal,5,Fabulous!,"Certified Buyer, Mainpuri District",Ritik Pal,0,0,Nice phone
1274,Satbir Singh,5,Super!,"Certified Buyer, Karnal",Satbir Singh,0,0,Good Product
1275,JIGAR SHAH,3,Decent product,"Certified Buyer, Surat",JIGAR SHAH,0,0,This time flipkart has made me upset as I was so much harassed by their delivery and operation system. It took 10 days to get delivery  and that also I visited EKART for 4 times
1276,Golu Singh,5,Super!,"Certified Buyer, Noida",Golu Singh,0,0,Good 👍
1277,ravindra Pv,5,Wonderful,"Certified Buyer, East Godavari District",ravindra Pv,0,0,Just awesome
1278,Gaurav Makwana,5,Simply awesome,"Certified Buyer, Indore",Gaurav Makwana,0,0,Good product
1279,Mr shivam  Patel,5,Simply awesome,"Certified Buyer, Lucknow",Mr shivam  Patel,0,0,Nyce product apple
1280,karan kumar sahoo,5,Terrific,"Certified Buyer, Kendujhar",karan kumar sahoo,0,0,Best phone ever 😊
1281,Vivek Hegde,5,Classy product,"Certified Buyer, Jsw Steel Plant Township",Vivek Hegde,0,0,Satisfied
1282,Rajesh Kumar R,5,Awesome,"Certified Buyer, Coimbatore",Rajesh Kumar R,0,0,Awesome as it always is .. Apple ! Flipkart delivery and service is wonderful too..
1283,Chanda Mandal,5,Great product,"Certified Buyer, Bengaluru",Chanda Mandal,0,0,"Totally worth it, loved the iPhone. This is my 1st iPhone after using Android till now and I'm loving it. Meets the expectations."
1284,Ayushi Jaiswal,5,Terrific purchase,"Certified Buyer, Gurugram",Ayushi Jaiswal,0,0,Amazing
1285,Mr. Nandkumar Darekar,5,Terrific purchase,"Certified Buyer, Pune",Mr. Nandkumar Darekar,0,0,Very nice product
1286,Sabari Lakshmanan,5,Best in the market!,"Certified Buyer, Bengaluru",Sabari Lakshmanan,0,0,Very Good user experience and fantastic display. Good battery backup for me.
1287,Prince  Gupta,5,Terrific purchase,"Certified Buyer, Sitamarhi District",Prince  Gupta,0,0,Really awesome 👍value for money ❤️ thank you flipkart
1288,Zeeshan khan,1,Terrible product,"Certified Buyer, Karauli",Zeeshan khan,0,0,This phone is high price during buy every time price increase this type of company profit base sell product only
1289,Pradeep Singh Kushwaha,5,Brilliant,"Certified Buyer, Ghazipur",Pradeep Singh Kushwaha,0,0,Ok
1290,Kewal Chauhan,5,Fabulous!,"Certified Buyer, Dharamshala",Kewal Chauhan,0,0,Awesome product
1291,Kamal  Rajput ,1,Very poor,"Certified Buyer, Rewari",Kamal  Rajput ,0,0,In exchange Flipkart gives me worst value of my phone... Only  8k for iPhone 12
1292,Abhishek Kumar,4,Good choice,"Certified Buyer, Bengaluru",Abhishek Kumar,0,0,Great phone with all the features needed  just the 90 hertz display would have made it phenomenal. No regrets using it after switching from Android from 9 years.  The Experience of iOS is smooth Camera is greatA premium phone🥰
